job_id,tag,matrix,perm,perm_type,algo,block_size,n_cols,time_loading_ms,time_transfer_ms,time_operation_ms,time_write_ms,time_preprocessing_ms
218308,ASPT_SPMM_SYMMETRIC,t2dal.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,30.277686,16.778398,0.061952,,
218315,ASPT_SPMM_SYMMETRIC,t3dl.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,111.357956,168.100698,0.074528,,
218316,ASPT_SPMM_SYMMETRIC,t3dl.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,111.419031,168.552607,0.088992,,
218317,ASPT_SPMM_SYMMETRIC,t3dl.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,74.764143,179.247796,0.087296,,
218324,ASPT_SPMM_SYMMETRIC,California.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,16.700462,9.653584,0.06432,,
218325,ASPT_SPMM_SYMMETRIC,California.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.756578,9.284561,0.0712,,
218326,ASPT_SPMM_SYMMETRIC,California.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.79554,9.448008,0.069568,,
218333,ASPT_SPMM_SYMMETRIC,dictionary28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,35.700802,56.778308,0.225696,,
218334,ASPT_SPMM_SYMMETRIC,dictionary28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,35.506076,58.321944,0.07296,,
218335,ASPT_SPMM_SYMMETRIC,dictionary28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,95.273381,55.247823,0.076224,,
218342,ASPT_SPMM_SYMMETRIC,EAT_RS.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,63.277517,101.685656,0.140288,,
218343,ASPT_SPMM_SYMMETRIC,EAT_RS.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,63.555419,100.128302,0.146432,,
218344,ASPT_SPMM_SYMMETRIC,EAT_RS.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,63.319876,99.042942,0.147456,,
218351,ASPT_SPMM_SYMMETRIC,EAT_SR.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,53.717118,99.212631,0.121856,,
218352,ASPT_SPMM_SYMMETRIC,EAT_SR.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,52.7336,100.114736,0.089088,,
218353,ASPT_SPMM_SYMMETRIC,EAT_SR.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,96.425844,105.206158,0.09728,,
218360,ASPT_SPMM_SYMMETRIC,Erdos02.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,15.628261,10.946498,0.105216,,
218361,ASPT_SPMM_SYMMETRIC,Erdos02.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.429673,10.796922,0.105344,,
218362,ASPT_SPMM_SYMMETRIC,Erdos02.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.762779,10.169483,0.100416,,
218369,ASPT_SPMM_SYMMETRIC,Erdos972.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,25.494663,9.685252,0.049088,,
218370,ASPT_SPMM_SYMMETRIC,Erdos972.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.095552,10.19587,0.048864,,
218371,ASPT_SPMM_SYMMETRIC,Erdos972.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,17.408592,10.249123,0.054944,,
218378,ASPT_SPMM_SYMMETRIC,Erdos982.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,16.629609,9.624938,0.052672,,
218379,ASPT_SPMM_SYMMETRIC,Erdos982.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,36.834854,9.404466,0.056448,,
218380,ASPT_SPMM_SYMMETRIC,Erdos982.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,36.994074,9.234397,0.055712,,
218387,ASPT_SPMM_SYMMETRIC,Erdos992.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,17.927036,8.813847,0.05552,,
218388,ASPT_SPMM_SYMMETRIC,Erdos992.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.848449,9.716903,0.052864,,
218389,ASPT_SPMM_SYMMETRIC,Erdos992.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,17.841876,8.906411,0.052256,,
218396,ASPT_SPMM_SYMMETRIC,FA.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,22.936326,27.109996,0.059904,,
218397,ASPT_SPMM_SYMMETRIC,FA.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,22.615193,26.535557,0.053504,,
218398,ASPT_SPMM_SYMMETRIC,FA.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,56.429654,28.155254,0.058976,,
218405,ASPT_SPMM_SYMMETRIC,foldoc.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,27.359772,44.876558,0.064832,,
218406,ASPT_SPMM_SYMMETRIC,foldoc.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,27.443931,42.890652,0.056352,,
218407,ASPT_SPMM_SYMMETRIC,foldoc.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,109.956714,39.418407,0.065472,,
218414,ASPT_SPMM_SYMMETRIC,geom.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,16.427962,13.850406,0.050912,,
218415,ASPT_SPMM_SYMMETRIC,geom.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.627925,12.247387,0.053216,,
218416,ASPT_SPMM_SYMMETRIC,geom.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.619049,12.236497,0.05488,,
218423,ASPT_SPMM_SYMMETRIC,HEP-th.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,44.954648,105.930059,0.130048,,
218424,ASPT_SPMM_SYMMETRIC,HEP-th.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,45.31787,102.775544,0.130048,,
218425,ASPT_SPMM_SYMMETRIC,HEP-th.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,57.218542,105.742434,0.129024,,
218432,ASPT_SPMM_SYMMETRIC,HEP-th-new.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,60.824078,111.983624,0.113664,,
218433,ASPT_SPMM_SYMMETRIC,HEP-th-new.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,48.907894,107.927692,0.135168,,
218434,ASPT_SPMM_SYMMETRIC,HEP-th-new.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,48.88487,107.301667,0.134144,,
218441,ASPT_SPMM_SYMMETRIC,internet.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,54.840048,67.960113,0.116832,,
218442,ASPT_SPMM_SYMMETRIC,internet.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,54.459563,66.003577,0.130112,,
218443,ASPT_SPMM_SYMMETRIC,internet.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,55.306125,72.106627,0.132864,,
218450,ASPT_SPMM_SYMMETRIC,Journals.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,19.59791,10.11105,0.070656,,
218451,ASPT_SPMM_SYMMETRIC,Journals.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,14.895121,8.827703,0.063488,,
218452,ASPT_SPMM_SYMMETRIC,Journals.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.995299,8.782869,0.069632,,
218459,ASPT_SPMM_SYMMETRIC,Kohonen.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,46.056508,7.881395,0.136192,,
218460,ASPT_SPMM_SYMMETRIC,Kohonen.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,45.853737,8.369261,0.132096,,
218461,ASPT_SPMM_SYMMETRIC,Kohonen.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,46.035608,7.90021,0.134144,,
218468,ASPT_SPMM_SYMMETRIC,Lederberg.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,17.301872,17.028901,0.13824,,
218469,ASPT_SPMM_SYMMETRIC,Lederberg.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,18.866969,16.769613,0.125952,,
218470,ASPT_SPMM_SYMMETRIC,Lederberg.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,54.621537,16.219578,0.144384,,
218477,ASPT_SPMM_SYMMETRIC,NotreDame_www.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,136.528088,278.827919,0.237504,,
218478,ASPT_SPMM_SYMMETRIC,NotreDame_www.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,141.506149,276.509704,0.245376,,
218479,ASPT_SPMM_SYMMETRIC,NotreDame_www.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,142.300082,282.540583,0.247808,,
218486,ASPT_SPMM_SYMMETRIC,ODLIS.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,66.098746,10.563263,0.055424,,
218487,ASPT_SPMM_SYMMETRIC,ODLIS.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,21.914486,11.266408,0.054016,,
218488,ASPT_SPMM_SYMMETRIC,ODLIS.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,18.579081,11.737118,0.060544,,
218495,ASPT_SPMM_SYMMETRIC,patents_main.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,124.024325,186.542521,0.1848,,
218496,ASPT_SPMM_SYMMETRIC,patents_main.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,206.188225,170.228574,0.206624,,
218497,ASPT_SPMM_SYMMETRIC,patents_main.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,206.120227,174.623371,0.20688,,
218504,ASPT_SPMM_SYMMETRIC,Reuters911.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,163.00744,89.766637,0.13824,,
218505,ASPT_SPMM_SYMMETRIC,Reuters911.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,50.442811,93.825446,0.136192,,
218506,ASPT_SPMM_SYMMETRIC,Reuters911.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,37.023238,89.554889,0.137216,,
218513,ASPT_SPMM_SYMMETRIC,SciMet.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,28.299751,7.69195,0.05712,,
218514,ASPT_SPMM_SYMMETRIC,SciMet.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,14.714978,8.31414,0.059456,,
218515,ASPT_SPMM_SYMMETRIC,SciMet.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.526894,8.010018,0.056064,,
218522,ASPT_SPMM_SYMMETRIC,USpowerGrid.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,58.787763,8.732304,0.039904,,
218523,ASPT_SPMM_SYMMETRIC,USpowerGrid.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,58.810075,8.776767,0.035264,,
218524,ASPT_SPMM_SYMMETRIC,USpowerGrid.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,58.824552,9.261317,0.037088,,
218531,ASPT_SPMM_SYMMETRIC,Wordnet3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,101.811153,43.741248,0.076704,,
218532,ASPT_SPMM_SYMMETRIC,Wordnet3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,39.575782,46.254734,0.080384,,
218533,ASPT_SPMM_SYMMETRIC,Wordnet3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,39.600729,47.294305,0.08304,,
218540,ASPT_SPMM_SYMMETRIC,yeast.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,16.425978,9.203447,0.056288,,
218541,ASPT_SPMM_SYMMETRIC,yeast.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,36.07156,9.295822,0.060416,,
218542,ASPT_SPMM_SYMMETRIC,yeast.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.495556,9.638934,0.054784,,
218549,ASPT_SPMM_SYMMETRIC,Zewail.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,19.799278,23.791478,0.079872,,
218550,ASPT_SPMM_SYMMETRIC,Zewail.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,20.0142,23.182435,0.073728,,
218551,ASPT_SPMM_SYMMETRIC,Zewail.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,27.53806,20.315373,0.08704,,
218558,ASPT_SPMM_SYMMETRIC,extr1b.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,30.172219,8.034392,0.034016,,
218559,ASPT_SPMM_SYMMETRIC,extr1b.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.624859,8.412854,0.037664,,
218560,ASPT_SPMM_SYMMETRIC,extr1b.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.68331,8.361057,0.039072,,
218567,ASPT_SPMM_SYMMETRIC,hydr1c.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,63.71061,12.494151,0.039648,,
218568,ASPT_SPMM_SYMMETRIC,hydr1c.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,64.017386,11.896037,0.03344,,
218569,ASPT_SPMM_SYMMETRIC,hydr1c.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.758202,14.451443,0.042144,,
218576,ASPT_SPMM_SYMMETRIC,c-18.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,26.464463,10.657075,0.06048,,
218577,ASPT_SPMM_SYMMETRIC,c-18.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,20.655795,13.067205,0.065664,,
218578,ASPT_SPMM_SYMMETRIC,c-18.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,20.563861,12.383073,0.059008,,
218585,ASPT_SPMM_SYMMETRIC,c-19.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,16.488043,12.743839,0.079616,,
218586,ASPT_SPMM_SYMMETRIC,c-19.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.620652,12.235424,0.080192,,
218587,ASPT_SPMM_SYMMETRIC,c-19.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.100014,12.119256,0.087584,,
218594,ASPT_SPMM_SYMMETRIC,c-20.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,19.504749,12.948283,0.05904,,
218595,ASPT_SPMM_SYMMETRIC,c-20.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,28.975424,12.588038,0.062144,,
218596,ASPT_SPMM_SYMMETRIC,c-20.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,28.992677,13.622509,0.055808,,
218603,ASPT_SPMM_SYMMETRIC,c-21.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,17.743871,14.650641,0.095968,,
218604,ASPT_SPMM_SYMMETRIC,c-21.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.722031,13.932291,0.087648,,
218605,ASPT_SPMM_SYMMETRIC,c-21.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,17.717101,13.993957,0.096608,,
218612,ASPT_SPMM_SYMMETRIC,c-22.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,13.072847,13.924767,0.069184,,
218613,ASPT_SPMM_SYMMETRIC,c-22.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.754156,14.27537,0.065056,,
218614,ASPT_SPMM_SYMMETRIC,c-22.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,17.746542,14.513137,0.066208,,
218621,ASPT_SPMM_SYMMETRIC,c-23.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,22.682512,16.595663,0.096256,,
218622,ASPT_SPMM_SYMMETRIC,c-23.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,26.869697,15.2346,0.091136,,
218623,ASPT_SPMM_SYMMETRIC,c-23.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,19.404902,14.418394,0.099328,,
218630,ASPT_SPMM_SYMMETRIC,c-24.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,29.672729,15.509464,0.074752,,
218631,ASPT_SPMM_SYMMETRIC,c-24.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,29.694761,15.44894,0.073728,,
218632,ASPT_SPMM_SYMMETRIC,c-24.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,29.698778,15.421889,0.073728,,
218639,ASPT_SPMM_SYMMETRIC,c-25.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,19.647938,21.059768,0.072704,,
218640,ASPT_SPMM_SYMMETRIC,c-25.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,19.55252,22.040097,0.075776,,
218641,ASPT_SPMM_SYMMETRIC,c-25.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,37.7437,19.519978,0.0768,,
218648,ASPT_SPMM_SYMMETRIC,c-26.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,30.46632,15.782107,0.091584,,
218649,ASPT_SPMM_SYMMETRIC,c-26.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,30.938116,15.492863,0.090112,,
218650,ASPT_SPMM_SYMMETRIC,c-26.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,31.482028,15.529311,0.088704,,
218657,ASPT_SPMM_SYMMETRIC,c-27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,52.381968,15.38494,0.089184,,
218658,ASPT_SPMM_SYMMETRIC,c-27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,25.444503,15.461736,0.079104,,
218659,ASPT_SPMM_SYMMETRIC,c-27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,25.382918,15.535573,0.085184,,
218666,ASPT_SPMM_SYMMETRIC,c-28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,18.8435,16.631821,0.079424,,
218667,ASPT_SPMM_SYMMETRIC,c-28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.307273,14.260668,0.082368,,
218668,ASPT_SPMM_SYMMETRIC,c-28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.640539,14.898877,0.092864,,
218675,ASPT_SPMM_SYMMETRIC,c-29.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,63.757286,17.311399,0.101376,,
218676,ASPT_SPMM_SYMMETRIC,c-29.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,63.684279,17.355091,0.104448,,
218677,ASPT_SPMM_SYMMETRIC,c-29.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,63.795078,17.575164,0.104448,,
218684,ASPT_SPMM_SYMMETRIC,c-30.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,111.116188,24.662337,0.096256,,
218685,ASPT_SPMM_SYMMETRIC,c-30.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,23.831257,29.625506,0.090112,,
218686,ASPT_SPMM_SYMMETRIC,c-30.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,23.835665,26.952632,0.082944,,
218693,ASPT_SPMM_SYMMETRIC,c-31.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,132.75722,28.893305,0.095232,,
218694,ASPT_SPMM_SYMMETRIC,c-31.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,132.776847,29.046252,0.090112,,
218695,ASPT_SPMM_SYMMETRIC,c-31.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,22.580507,29.909293,0.099328,,
218702,ASPT_SPMM_SYMMETRIC,c-32.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,18.807353,25.752551,0.109568,,
218703,ASPT_SPMM_SYMMETRIC,c-32.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,20.384962,22.668893,0.121856,,
218704,ASPT_SPMM_SYMMETRIC,c-32.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,20.809631,21.753644,0.11776,,
218711,ASPT_SPMM_SYMMETRIC,c-33.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,23.790931,21.882626,0.116736,,
218712,ASPT_SPMM_SYMMETRIC,c-33.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,23.404645,22.459019,0.116736,,
218713,ASPT_SPMM_SYMMETRIC,c-33.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,24.326347,25.668764,0.115712,,
218720,ASPT_SPMM_SYMMETRIC,c-34.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,26.840623,27.412626,0.09728,,
218721,ASPT_SPMM_SYMMETRIC,c-34.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,40.870084,25.308311,0.103424,,
218722,ASPT_SPMM_SYMMETRIC,c-34.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,40.881736,24.790338,0.106496,,
218729,ASPT_SPMM_SYMMETRIC,c-35.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,48.17255,23.932006,0.109568,,
218730,ASPT_SPMM_SYMMETRIC,c-35.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,48.226412,23.775532,0.111616,,
218731,ASPT_SPMM_SYMMETRIC,c-35.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,48.244315,23.770582,0.106496,,
218738,ASPT_SPMM_SYMMETRIC,c-36.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,133.292476,25.912005,0.118784,,
218739,ASPT_SPMM_SYMMETRIC,c-36.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,29.699336,28.134239,0.115712,,
218740,ASPT_SPMM_SYMMETRIC,c-36.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,29.686031,27.528653,0.118784,,
218747,ASPT_SPMM_SYMMETRIC,c-37.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,77.394363,27.336511,0.08704,,
218748,ASPT_SPMM_SYMMETRIC,c-37.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,77.434409,27.329859,0.077824,,
218749,ASPT_SPMM_SYMMETRIC,c-37.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,77.347385,27.189144,0.08192,,
218756,ASPT_SPMM_SYMMETRIC,c-38.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,21.675206,29.764471,0.110592,,
218757,ASPT_SPMM_SYMMETRIC,c-38.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,21.891222,28.335928,0.104448,,
218758,ASPT_SPMM_SYMMETRIC,c-38.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,28.750273,32.038333,0.10752,,
218765,ASPT_SPMM_SYMMETRIC,c-39.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,54.069623,49.713591,0.11264,,
218766,ASPT_SPMM_SYMMETRIC,c-39.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,28.216103,46.562576,0.12288,,
218767,ASPT_SPMM_SYMMETRIC,c-39.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,28.251058,46.580099,0.126976,,
218774,ASPT_SPMM_SYMMETRIC,c-40.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,24.323741,30.510874,0.135168,,
218775,ASPT_SPMM_SYMMETRIC,c-40.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,52.677782,33.14022,0.103424,,
218776,ASPT_SPMM_SYMMETRIC,c-40.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,52.68713,33.123158,0.120832,,
218783,ASPT_SPMM_SYMMETRIC,c-41.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,21.891072,36.257328,0.109568,,
218784,ASPT_SPMM_SYMMETRIC,c-41.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,23.617615,36.076238,0.113664,,
218785,ASPT_SPMM_SYMMETRIC,c-41.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,22.746739,39.270519,0.11264,,
218792,ASPT_SPMM_SYMMETRIC,c-42.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,23.660055,39.357752,0.100352,,
218793,ASPT_SPMM_SYMMETRIC,c-42.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,56.18317,44.068892,0.110592,,
218794,ASPT_SPMM_SYMMETRIC,c-42.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,19.705516,41.254856,0.09728,,
218801,ASPT_SPMM_SYMMETRIC,c-43.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,55.415909,46.995682,0.115712,,
218802,ASPT_SPMM_SYMMETRIC,c-43.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,55.487595,46.820434,0.10752,,
218803,ASPT_SPMM_SYMMETRIC,c-43.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,85.490742,43.660966,0.11776,,
218810,ASPT_SPMM_SYMMETRIC,c-44.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,51.613497,34.848161,0.122144,,
218811,ASPT_SPMM_SYMMETRIC,c-44.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,46.882818,31.458413,0.131552,,
218812,ASPT_SPMM_SYMMETRIC,c-44.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,46.864805,30.992128,0.1312,,
218819,ASPT_SPMM_SYMMETRIC,c-45.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,73.041095,59.735612,0.11264,,
218820,ASPT_SPMM_SYMMETRIC,c-45.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,73.027039,59.542028,0.11264,,
