job_id,tag,matrix,perm,perm_type,algo,block_size,n_cols,time_loading_ms,time_transfer_ms,time_operation_ms,time_write_ms,time_preprocessing_ms
211909,ASPT_SPMM_SYMMETRIC,bcsstk25.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,39.067999,89.153263,0.084608,,
211916,ASPT_SPMM_SYMMETRIC,bcsstk26.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,174.979676,14.912249,0.058464,,
211917,ASPT_SPMM_SYMMETRIC,bcsstk26.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.837676,15.019059,0.061184,,
211918,ASPT_SPMM_SYMMETRIC,bcsstk26.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,15.950519,15.12604,0.059136,,
211925,ASPT_SPMM_SYMMETRIC,bcsstk27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,95.317751,21.164884,0.061184,,
211926,ASPT_SPMM_SYMMETRIC,bcsstk27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,20.091077,22.952029,0.070016,,
211927,ASPT_SPMM_SYMMETRIC,bcsstk27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,19.615463,23.546827,0.059296,,
211934,ASPT_SPMM_SYMMETRIC,bcsstk28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,61.417628,73.189398,0.070784,,
211935,ASPT_SPMM_SYMMETRIC,bcsstk28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,34.458341,72.71609,0.065056,,
211936,ASPT_SPMM_SYMMETRIC,bcsstk28.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,33.905343,73.215768,0.06496,,
211943,ASPT_SPMM_SYMMETRIC,bcsstk29.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,94.376583,179.481202,0.120832,,
211944,ASPT_SPMM_SYMMETRIC,bcsstk29.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,57.435458,179.09145,0.095232,,
211945,ASPT_SPMM_SYMMETRIC,bcsstk29.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,58.494929,177.886466,0.09728,,
211952,ASPT_SPMM_SYMMETRIC,bcsstk33.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,57.903137,171.263257,0.09216,,
211953,ASPT_SPMM_SYMMETRIC,bcsstk33.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,56.192574,170.10953,0.091136,,
211954,ASPT_SPMM_SYMMETRIC,bcsstk33.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,65.743944,177.484742,0.093184,,
211961,ASPT_SPMM_SYMMETRIC,bcsstm10.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,76.628448,11.217089,0.0552,,
211962,ASPT_SPMM_SYMMETRIC,bcsstm10.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.164894,11.99482,0.060032,,
211963,ASPT_SPMM_SYMMETRIC,bcsstm10.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.637663,12.973728,0.057088,,
211970,ASPT_SPMM_SYMMETRIC,bcsstm12.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,23.074409,11.758465,0.064224,,
211971,ASPT_SPMM_SYMMETRIC,bcsstm12.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,14.780652,11.425951,0.060768,,
211972,ASPT_SPMM_SYMMETRIC,bcsstm12.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,15.582508,11.442953,0.057056,,
211979,ASPT_SPMM_SYMMETRIC,bcsstm13.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,31.59319,12.488967,0.06656,,
211980,ASPT_SPMM_SYMMETRIC,bcsstm13.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.359317,12.191198,0.070656,,
211981,ASPT_SPMM_SYMMETRIC,bcsstm13.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,15.571697,11.964653,0.074752,,
211988,ASPT_SPMM_SYMMETRIC,bcsstm25.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,100.4121,10.362223,0.048384,,
211989,ASPT_SPMM_SYMMETRIC,bcsstm25.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,31.657401,9.87073,0.038368,,
211990,ASPT_SPMM_SYMMETRIC,bcsstm25.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,18.191338,9.56693,0.045792,,
211997,ASPT_SPMM_SYMMETRIC,bcsstm27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,76.769263,22.484732,0.059808,,
211998,ASPT_SPMM_SYMMETRIC,bcsstm27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.443894,22.54207,0.059424,,
211999,ASPT_SPMM_SYMMETRIC,bcsstm27.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,22.238089,23.708992,0.059168,,
212033,ASPT_SPMM_SYMMETRIC,blckhole.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,27.160444,9.610952,0.058656,,
212034,ASPT_SPMM_SYMMETRIC,blckhole.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,13.797796,9.591115,0.065728,,
212035,ASPT_SPMM_SYMMETRIC,blckhole.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.904324,8.927608,0.059616,,
212042,ASPT_SPMM_SYMMETRIC,can_1054.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,119.687844,8.16211,0.063264,,
212043,ASPT_SPMM_SYMMETRIC,can_1054.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.588409,8.619279,0.060256,,
212044,ASPT_SPMM_SYMMETRIC,can_1054.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.164324,8.403043,0.056224,,
212051,ASPT_SPMM_SYMMETRIC,can_1072.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,33.325795,8.350444,0.059968,,
212052,ASPT_SPMM_SYMMETRIC,can_1072.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,14.989886,10.066809,0.064064,,
212053,ASPT_SPMM_SYMMETRIC,can_1072.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,13.899058,8.645279,0.058816,,
212060,ASPT_SPMM_SYMMETRIC,can_838.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,31.382468,8.368519,0.05888,,
212061,ASPT_SPMM_SYMMETRIC,can_838.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,14.071101,7.956775,0.063072,,
212062,ASPT_SPMM_SYMMETRIC,can_838.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,20.579947,7.608672,0.057792,,
212069,ASPT_SPMM_SYMMETRIC,dwt_1242.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,17.468693,8.283359,0.059648,,
212070,ASPT_SPMM_SYMMETRIC,dwt_1242.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.4334,7.884861,0.064832,,
212071,ASPT_SPMM_SYMMETRIC,dwt_1242.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,55.35125,7.779733,0.065472,,
212078,ASPT_SPMM_SYMMETRIC,dwt_2680.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,55.928314,12.065845,0.063424,,
212079,ASPT_SPMM_SYMMETRIC,dwt_2680.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.239575,12.27127,0.058496,,
212080,ASPT_SPMM_SYMMETRIC,dwt_2680.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,15.570297,12.308811,0.05616,,
212087,ASPT_SPMM_SYMMETRIC,dwt_992.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,67.241375,10.076127,0.059488,,
212088,ASPT_SPMM_SYMMETRIC,dwt_992.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.036574,9.525172,0.062688,,
212089,ASPT_SPMM_SYMMETRIC,dwt_992.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,17.166364,9.996677,0.058304,,
212096,ASPT_SPMM_SYMMETRIC,eris1176.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,14.348291,10.49837,0.067584,,
212097,ASPT_SPMM_SYMMETRIC,eris1176.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,13.757582,9.873105,0.073728,,
212098,ASPT_SPMM_SYMMETRIC,eris1176.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,17.326366,11.260441,0.063488,,
212114,ASPT_SPMM_SYMMETRIC,gemat11.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,76.950902,14.216825,0.063808,,
212115,ASPT_SPMM_SYMMETRIC,gemat11.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,28.193979,24.588767,0.065536,,
212116,ASPT_SPMM_SYMMETRIC,gemat11.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,20.077283,17.846192,0.067168,,
212123,ASPT_SPMM_SYMMETRIC,gemat12.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,44.202389,15.800539,0.061376,,
212124,ASPT_SPMM_SYMMETRIC,gemat12.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.932714,14.73622,0.05744,,
212125,ASPT_SPMM_SYMMETRIC,gemat12.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,18.486023,15.852146,0.058304,,
212132,ASPT_SPMM_SYMMETRIC,lns_3937.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,22.674832,14.66191,0.063008,,
212133,ASPT_SPMM_SYMMETRIC,lns_3937.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,21.887463,13.164137,0.057568,,
212134,ASPT_SPMM_SYMMETRIC,lns_3937.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,17.724564,13.768061,0.057888,,
212141,ASPT_SPMM_SYMMETRIC,lnsp3937.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,17.120507,13.356367,0.059616,,
212142,ASPT_SPMM_SYMMETRIC,lnsp3937.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.945006,13.847439,0.058912,,
212143,ASPT_SPMM_SYMMETRIC,lnsp3937.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.097846,13.453358,0.0568,,
212150,ASPT_SPMM_SYMMETRIC,lshp1561.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,14.921686,8.258892,0.062368,,
212151,ASPT_SPMM_SYMMETRIC,lshp1561.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,13.633718,7.99698,0.058272,,
212152,ASPT_SPMM_SYMMETRIC,lshp1561.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.819785,7.406551,0.05888,,
212159,ASPT_SPMM_SYMMETRIC,lshp1882.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,16.969793,8.584323,0.064288,,
212160,ASPT_SPMM_SYMMETRIC,lshp1882.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.485957,8.110944,0.061632,,
212161,ASPT_SPMM_SYMMETRIC,lshp1882.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.160848,8.367717,0.057184,,
212168,ASPT_SPMM_SYMMETRIC,lshp2614.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,33.652037,9.360601,0.058976,,
212169,ASPT_SPMM_SYMMETRIC,lshp2614.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.557921,10.316597,0.05792,,
212170,ASPT_SPMM_SYMMETRIC,lshp2614.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,15.117765,10.24889,0.0568,,
212177,ASPT_SPMM_SYMMETRIC,lshp3025.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,25.013722,9.983863,0.060288,,
212178,ASPT_SPMM_SYMMETRIC,lshp3025.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.779927,12.031468,0.055904,,
212179,ASPT_SPMM_SYMMETRIC,lshp3025.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,20.106465,11.808018,0.05728,,
212186,ASPT_SPMM_SYMMETRIC,lshp3466.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,27.403611,12.019766,0.056448,,
212187,ASPT_SPMM_SYMMETRIC,lshp3466.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,14.470609,12.077405,0.058176,,
212188,ASPT_SPMM_SYMMETRIC,lshp3466.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.459425,12.081292,0.05904,,
212195,ASPT_SPMM_SYMMETRIC,mbeacxc.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,106.576537,20.309486,0.114688,,
212196,ASPT_SPMM_SYMMETRIC,mbeacxc.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,20.086768,20.124008,0.114688,,
212197,ASPT_SPMM_SYMMETRIC,mbeacxc.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,20.288937,19.707616,0.115712,,
212204,ASPT_SPMM_SYMMETRIC,mbeaflw.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,104.530355,21.29084,0.114688,,
212205,ASPT_SPMM_SYMMETRIC,mbeaflw.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,20.674111,21.855009,0.130048,,
212206,ASPT_SPMM_SYMMETRIC,mbeaflw.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,18.704271,20.688698,0.114688,,
212213,ASPT_SPMM_SYMMETRIC,mbeause.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,31.042807,17.711828,0.114688,,
212214,ASPT_SPMM_SYMMETRIC,mbeause.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,18.891984,17.91502,0.130048,,
212215,ASPT_SPMM_SYMMETRIC,mbeause.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,19.332301,17.804,0.115712,,
212222,ASPT_SPMM_SYMMETRIC,mcfe.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,34.149331,12.033141,0.070656,,
212223,ASPT_SPMM_SYMMETRIC,mcfe.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.714152,13.388558,0.073728,,
212224,ASPT_SPMM_SYMMETRIC,mcfe.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,15.916065,12.660449,0.063488,,
212231,ASPT_SPMM_SYMMETRIC,nos3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,26.311851,9.230307,0.056704,,
212232,ASPT_SPMM_SYMMETRIC,nos3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,17.556265,9.94581,0.0632,,
212233,ASPT_SPMM_SYMMETRIC,nos3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.789886,10.434499,0.061152,,
212240,ASPT_SPMM_SYMMETRIC,orani678.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,55.344732,32.406959,0.10752,,
212241,ASPT_SPMM_SYMMETRIC,orani678.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,23.013676,33.457984,0.10752,,
212242,ASPT_SPMM_SYMMETRIC,orani678.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,23.465555,33.353187,0.104448,,
212249,ASPT_SPMM_SYMMETRIC,orsreg_1.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,46.131007,9.270242,0.064192,,
212250,ASPT_SPMM_SYMMETRIC,orsreg_1.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.383033,9.732992,0.059488,,
212251,ASPT_SPMM_SYMMETRIC,orsreg_1.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,14.270534,9.601664,0.056032,,
212258,ASPT_SPMM_SYMMETRIC,plat1919.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,25.02851,16.145155,0.064128,,
212259,ASPT_SPMM_SYMMETRIC,plat1919.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.194588,15.150367,0.063872,,
212260,ASPT_SPMM_SYMMETRIC,plat1919.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,16.660693,15.180063,0.056736,,
212267,ASPT_SPMM_SYMMETRIC,psmigr_1.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,82.90079,163.32568,0.154624,,
212268,ASPT_SPMM_SYMMETRIC,psmigr_1.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,74.000122,160.804073,0.165888,,
212269,ASPT_SPMM_SYMMETRIC,psmigr_1.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,73.091767,161.961959,0.155648,,
212276,ASPT_SPMM_SYMMETRIC,psmigr_2.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,98.772541,171.345073,0.157696,,
212277,ASPT_SPMM_SYMMETRIC,psmigr_2.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,87.289102,172.712691,0.156672,,
212278,ASPT_SPMM_SYMMETRIC,psmigr_2.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,88.856206,169.054881,0.157696,,
212285,ASPT_SPMM_SYMMETRIC,psmigr_3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,140.118231,171.541452,0.16384,,
212286,ASPT_SPMM_SYMMETRIC,psmigr_3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,87.811234,172.212672,0.162816,,
212287,ASPT_SPMM_SYMMETRIC,psmigr_3.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,93.678263,170.760675,0.172032,,
212294,ASPT_SPMM_SYMMETRIC,saylr4.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,34.826163,11.229151,0.057408,,
212295,ASPT_SPMM_SYMMETRIC,saylr4.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,15.727671,12.194725,0.057664,,
212296,ASPT_SPMM_SYMMETRIC,saylr4.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,1024,25.086159,12.503175,0.058912,,
212303,ASPT_SPMM_SYMMETRIC,sherman2.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,32,16.284887,12.165981,0.056416,,
212304,ASPT_SPMM_SYMMETRIC,sherman2.mtx,None,SYMMETRIC,ASPT_SPMM_SYMMETRIC,,256,16.286951,12.931589,0.060576,,
