job_id,tag,matrix,perm,time_reordering_ms,time_loading_ms
687024,SB_metis,c-67.mtx,SB_metis,232.23024,975.052795
687023,SB_metis,c-66.mtx,SB_metis,176.512817,789.544373
687022,SB_metis,c-64.mtx,SB_metis,322.615417,1250.458008
143563,SB_rcm,lhr14c.mtx,SB_rcm,1.76952,150.453857
687021,SB_metis,c-62.mtx,SB_metis,245.593781,1579.713501
143562,SB_rcm,lhr14.mtx,SB_rcm,1.814505,145.101242
687020,SB_metis,cell2.mtx,SB_metis,50.890163,200.558685
143561,SB_rcm,lhr11c.mtx,SB_rcm,1.627063,98.598068
687018,SB_metis,waveguide3D.mtx,SB_metis,17.438467,111.485069
143560,SB_rcm,lhr11.mtx,SB_rcm,1.607556,98.800331
687017,SB_metis,sme3Da.mtx,SB_metis,234.734558,2566.17627
143559,SB_rcm,lhr10c.mtx,SB_rcm,1.328743,98.099037
687016,SB_metis,poisson3Da.mtx,SB_metis,142.853989,1316.93689
143558,SB_rcm,lhr10.mtx,SB_rcm,1.419925,100.132248
687019,SB_metis,cell1.mtx,SB_metis,50.475685,187.01564
143557,SB_rcm,lhr07c.mtx,SB_rcm,1.003072,66.977486
687015,SB_metis,Andrews.mtx,SB_metis,308.975677,615.140381
143556,SB_rcm,lhr07.mtx,SB_rcm,0.949401,66.688667
687014,SB_metis,Alemdar.mtx,SB_metis,60.919437,452.609833
143555,SB_rcm,lhr04c.mtx,SB_rcm,0.530446,36.562389
143554,SB_rcm,lhr04.mtx,SB_rcm,0.546325,37.309193
143553,SB_rcm,lhr02.mtx,SB_rcm,205.55838,17.746132
687011,SB_metis,sinc12.mtx,SB_metis,209.587311,799.509338
143552,SB_rcm,lhr01.mtx,SB_rcm,0.163828,11.118354
143549,SB_rcm,lpi_gran.mtx,SB_rcm,55.0005,12.053748
687007,SB_metis,cage11.mtx,SB_metis,231.261353,1733.567505
687006,SB_metis,cage10.mtx,SB_metis,129.201935,343.661102
687005,SB_metis,cage9.mtx,SB_metis,78.913368,142.484711
687004,SB_metis,cage8.mtx,SB_metis,34.938652,83.776016
687001,SB_metis,shermanACa.mtx,SB_metis,91.514977,143.801849
687000,SB_metis,e40r0100.mtx,SB_metis,173.715424,975.162415
686999,SB_metis,lung2.mtx,SB_metis,78.071655,1111.017944
686998,SB_metis,heart3.mtx,SB_metis,221.764221,1504.263672
686997,SB_metis,heart2.mtx,SB_metis,218.671585,313.020416
686996,SB_metis,fv3.mtx,SB_metis,57.160664,23.442154
686995,SB_metis,fv2.mtx,SB_metis,57.91909,21.331402
140363,SB_degree,pde2961.mtx,SB_degree,1.69459,27.888672
140362,SB_degree,olm5000.mtx,SB_degree,1.6254,84.025955
140361,SB_degree,dw4096.mtx,SB_degree,1.725879,95.019653
140360,SB_degree,dw1024.mtx,SB_degree,1.651279,44.967316
140359,SB_degree,af23560.mtx,SB_degree,0.311865,302.672943
140358,SB_degree,epb3.mtx,SB_degree,0.846088,255.980728
140357,SB_degree,epb2.mtx,SB_degree,0.254388,76.406075
140356,SB_degree,epb1.mtx,SB_degree,1.74779,171.35141
140355,SB_degree,onetone2.mtx,SB_degree,0.408647,82.076973
140354,SB_degree,onetone1.mtx,SB_degree,0.447941,126.414001
140353,SB_degree,watt_2.mtx,SB_degree,1.653093,41.866081
140352,SB_degree,watt_1.mtx,SB_degree,1.660967,105.925697
